Runtime: 50.8922131
Patient Count: 10000,Provider Count: 1000,Room Count: 500,Specialty Count: 10
Patient Scheduling Rate: 0.499
Provider Scheduling Rates: 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Average Rate: 1.0

Patient ID,Provider ID,Room ID,Day Assigned,System Time Created, Simulation Time Created
1222,306,38,26,93473296999000,13120191900
1223,234,41,1,93473298223000,13121415900
1224,297,29,22,93473300164600,13123357500
1225,306,38,27,93473301896500,13125089500
1226,231,40,29,93473302931900,13126124900
1227,235,39,2,93473303896900,13127089900
1228,291,38,28,93473305553400,13128746300
1229,210,38,29,93473306949400,13130142300
1230,291,38,30,93473308615800,13131808800
1231,297,29,23,93473310075500,13133268500
1232,291,38,31,93473311744200,13134937100
1233,312,40,30,93473313936600,13137129500
1234,231,40,31,93473314993900,13138186800
1235,251,44,1,93473316224800,13139417800
1236,254,39,3,93473317813700,13141006600
1237,297,29,24,93473319288200,13142481100
1238,231,41,2,93473320344600,13143537500
1239,291,41,3,93473322032700,13145225600
1240,297,29,25,93473323509500,13146702400
1241,291,41,4,93473325201100,13148394000
1242,254,39,4,93473326792900,13149985800
1243,210,42,1,93473328219200,13151412100
1244,247,42,2,93473329549700,13152742700
1245,234,41,5,93473330806600,13153999600
1246,210,42,3,93473332235800,13155428700
1247,235,39,5,93473333222800,13156415700
1248,210,42,4,93473334651000,13157843900
1249,210,42,5,93473336077800,13159270800
1250,291,41,6,93473337796700,13160989600
1251,210,42,6,93473339229700,13162422600
1252,251,44,2,93473340478900,13163671800
1253,254,39,6,93473342097300,13165290200
1254,242,41,7,93473343359700,13166552700
1255,297,29,26,93473344857600,13168050500
1256,247,42,7,93473346211200,13169404100
1257,242,41,8,93473347515100,13170708000
1258,297,29,27,93473349019200,13172212100
1259,312,43,1,93473351288200,13174481200
1260,325,43,2,93473353279300,13176472300
1261,247,42,8,93473354643800,13177836700
1262,247,42,9,93473356006600,13179199500
1263,297,29,28,93473357520200,13180713200
1264,236,41,9,93473358620100,13181813000
1265,210,42,10,93473360088400,13183281300
1266,235,39,7,93473361097200,13184290100
1267,242,41,10,93473362409600,13185602900
1268,210,42,11,93473363884600,13187077600
1269,226,42,12,93473365355300,13188548200
1270,291,41,11,93473367135700,13190328600
1271,325,43,3,93473369045600,13192238500
1272,236,41,12,93473370160400,13193353300
1273,242,41,13,93473371460200,13194653100
1274,299,41,14,93473373222600,13196415600
1275,247,42,13,93473374614400,13197807300
1276,236,41,15,93473375741400,13198934300
1277,247,42,14,93473377141700,13200334600
1278,325,43,4,93473379057500,13202250400
1279,235,39,8,93473380077900,13203270800
1280,251,44,3,93473381362300,13204555200
1281,299,41,16,93473383128900,13206321800
1282,300,29,29,93473384666300,13207859200
1283,299,41,17,93473386438200,13209631200
1284,300,29,30,93473387975100,13211168100
1285,251,44,4,93473389262200,13212455100
1286,235,39,9,93473390295600,13213488600
1287,242,41,18,93473391623500,13214816400
1288,256,44,5,93473392913400,13216106300
1289,299,41,19,93473394705000,13217897900
1290,226,42,15,93473396219200,13219412100
1291,226,42,16,93473397733000,13220925900
1292,226,42,17,93473399238900,13222431800
1293,226,42,18,93473400749800,13223942700
1294,242,41,20,93473402101200,13225294100
1295,325,43,5,93473404036500,13227229400
1296,248,42,19,93473405471400,13228664300
1297,248,42,20,93473406911100,13230104000
1298,254,39,10,93473408600900,13231793800
1299,236,41,21,93473409888000,13233080900
1300,248,42,21,93473411487200,13234680200
1301,226,42,22,93473413030200,13236223200
1302,256,44,6,93473414346200,13237539100
1303,254,39,11,93473416044700,13239237700
1304,248,42,23,93473417501700,13240694600
1305,300,29,31,93473419071500,13242264400
1306,254,39,12,93473420775600,13243968500
1307,326,41,22,93473422968800,13246161800
1308,236,41,23,93473424146200,13247339100
1309,299,41,24,93473425987900,13249180800
1310,236,41,25,93473427172200,13250365100
1311,326,41,26,93473429377200,13252570200
1312,242,41,27,93473430770100,13253963000
1313,325,43,6,93473432737600,13255930500
1314,310,41,28,93473434590900,13257783900
1315,226,42,24,93473436169300,13259362200
1316,326,41,29,93473438405000,13261597900
1317,249,41,30,93473439805300,13262998200
1318,264,39,13,93473441534100,13264727000
1319,227,42,25,93473443103800,13266296700
1320,326,41,31,93473445360400,13268553300
1321,236,46,1,93473446578000,13269770900
1322,269,39,14,93473448303900,13271496900
1323,325,43,7,93473450295300,13273488200
1324,249,42,26,93473451777100,13274970100
1325,249,42,27,93473453260600,13276453500
1326,248,42,28,93473454751100,13277944000
1327,236,46,2,93473455981200,13279174100
1328,325,43,8,93473458127000,13281319900
1329,325,43,9,93473460140500,13283333400
1330,320,45,1,93473462027000,13285220000
1331,238,39,15,93473463109200,13286302100
1332,227,42,29,93473464709500,13287902400
1333,249,42,31,93473466219000,13289411900
1334,331,43,10,93473468243200,13291436200
1335,359,43,11,93473470269300,13293462200
1336,227,42,30,93473471870700,13295063600
1337,248,43,12,93473473428800,13296621700
1338,249,44,7,93473474961000,13298153900
1339,359,43,13,93473477018100,13300211000
1340,326,44,8,93473479409300,13302602200
1341,248,43,14,93473480969700,13304162600
1342,255,44,9,93473482513200,13305706200
1343,238,39,16,93473483605600,13306798600
1344,238,39,17,93473484699500,13307892400
1345,227,43,15,93473486366500,13309559500
1346,227,43,16,93473488029000,13311221900
1347,238,39,18,93473489129700,13312322600
1348,274,44,10,93473490701000,13313894000
1349,230,43,17,93473492371200,13315564100
1350,320,45,2,93473494283800,13317476700
1351,237,46,3,93473495536000,13318728900
1352,359,43,18,93473497617600,13320810500
1353,237,46,4,93473498871400,13322064300
1354,333,44,11,93473501293500,13324486500
1355,333,44,12,93473503719500,13326912400
1356,274,44,13,93473505289200,13328482100
1357,320,45,3,93473507232800,13330425700
1358,385,43,19,93473509305100,13332498100
1359,238,39,19,93473510424000,13333616900
1360,385,43,20,93473512502600,13335695500
1361,248,43,22,93473514116900,13337309800
1362,230,43,21,93473515817100,13339010000
1363,333,44,14,93473518270300,13341463200
1364,237,46,5,93473519548300,13342741200
1365,256,44,15,93473520960100,13344153100
1366,320,45,4,93473523080900,13346273800
1367,269,39,20,93473524884500,13348077400
1368,275,44,16,93473526505300,13349698200
1369,385,43,23,93473528612200,13351805100
1370,238,39,21,93473529743000,13352935900
1371,237,46,6,93473531027800,13354220700
1372,244,46,7,93473532306000,13355498900
1373,275,44,17,93473533914400,13357107300
1374,262,39,22,93473535063400,13358256300
1375,320,45,5,93473537021500,13360214500
1376,333,44,18,93473539525300,13362718200
1377,333,44,19,93473542015200,13365208100
1378,244,46,8,93473543311200,13366504200
1379,333,44,20,93473545807400,13369000300
1380,269,39,23,93473547637200,13370830100
1381,230,43,24,93473549399200,13372592100
1382,385,43,25,93473551530100,13374723000
1383,256,44,21,93473552969700,13376162600
1384,244,46,9,93473554713000,13377905900
1385,244,46,10,93473556694700,13379887700
1386,385,43,26,93473559013500,13382206400
1387,385,43,27,93473561154800,13384347700
1388,248,43,29,93473562816900,13386009800
1389,385,43,28,93473564964500,13388157400
1390,385,43,30,93473567123300,13390316200
1391,320,45,6,93473569108300,13392301200
1392,354,45,7,93473571101900,13394294800
1393,252,43,31,93473572871900,13396064800
1394,354,45,8,93473574861900,13398054800
1395,269,39,24,93473576717600,13399910500
1396,244,46,11,93473578039500,13401232500
1397,256,44,22,93473579501300,13402694300
1398,259,44,23,93473581350300,13404543200
1399,269,39,25,93473583219100,13406412000
1400,281,46,12,93473584542500,13407735500
1401,256,44,24,93473586018700,13409211600
1402,275,44,25,93473587689900,13410882800
1403,262,39,26,93473588874800,13412067700
1404,281,46,13,93473590211500,13413404400
1405,256,44,26,93473591693800,13414886800
1406,256,44,27,93473593173900,13416366800
1407,262,39,27,93473594359000,13417551900
1408,257,44,28,93473595835800,13419028700
1409,281,46,14,93473597178300,13420371300
1410,275,44,29,93473598864800,13422057700
1411,285,39,28,93473600770100,13423963000
1412,259,44,30,93473602677400,13425870300
1413,417,44,31,93473604995000,13428188000
1414,275,47,1,93473606695500,13429888500
1415,285,39,29,93473608585500,13431778500
1416,261,45,9,93473610416700,13433609600
1417,275,47,2,93473612128700,13435321600
1418,433,45,10,93473614478400,13437671300
1419,333,46,15,93473617134600,13440327600
1420,298,39,30,93473618340000,13441533000
1421,354,45,11,93473620379600,13443572500
1422,281,46,16,93473621738400,13444931300
1423,433,45,12,93473624104500,13447297400
1424,259,45,13,93473626071600,13449264500
1425,298,39,31,93473627280600,13450473600
1426,433,45,14,93473629644800,13452837700
1427,347,46,17,93473632313900,13455506800
1428,281,46,18,93473633691600,13456884600
1429,433,45,15,93473636056700,13459249700
1430,285,46,19,93473638435900,13461628800
1431,347,46,20,93473641134700,13464327600
1432,354,45,16,93473643206400,13466399400
1433,437,45,17,93473645590000,13468782900
1434,347,46,21,93473648296100,13471489000
1435,259,45,18,93473650311700,13473504600
1436,354,45,19,93473652398900,13475591900
1437,298,47,3,93473654034600,13477227500
1438,354,45,20,93473656152500,13479345400
1439,257,53,1,93473657681800,13480874700
1440,281,46,22,93473659074100,13482267000
1441,287,46,23,93473661488200,13484681100
1442,347,46,24,93473664215400,13487408400
1443,281,46,25,93473665621500,13488814500
1444,257,53,2,93473667158500,13490351500
1445,284,53,3,93473668696200,13491889100
1446,275,47,4,93473670446200,13493639200
1447,284,53,4,93473671992200,13495185100
1448,347,46,26,93473674739700,13497932600
1449,298,47,5,93473676395800,13499588800
1450,302,47,6,93473678052600,13501245500
1451,347,46,27,93473680814000,13504007000
1452,437,45,21,93473683236000,13506428900
1453,302,47,7,93473684896800,13508089700
1454,284,53,5,93473686451200,13509644200
1455,302,47,8,93473688120400,13511313400
1456,259,45,22,93473690166300,13513359300
1457,273,45,23,93473692200000,13515393000
1458,276,47,9,93473693978200,13517171200
1459,287,46,28,93473696436800,13519629700
1460,284,53,6,93473698001600,13521194500
1461,281,46,29,93473699438400,13522631300
1462,287,46,30,93473701912800,13525105800
1463,347,46,31,93473704703400,13527896300
1464,261,45,24,93473706652400,13529845300
1465,437,45,25,93473709114400,13532307400
1466,276,47,10,93473710922400,13534115400
1467,261,45,26,93473712884200,13536077100
1468,276,47,11,93473714677000,13537869900
1469,284,53,7,93473716254400,13539447300
1470,261,45,27,93473718227700,13541420700
1471,437,45,28,93473720708900,13543901800
1472,273,45,29,93473722787100,13545980000
1473,273,45,30,93473724859700,13548052600
1474,273,45,31,93473726930700,13550123700
1475,284,53,8,93473728532200,13551725100
1476,292,53,9,93473730133300,13553326200
1477,261,48,1,93473732123200,13555316100
1478,261,48,2,93473734115500,13557308400
1479,321,50,1,93473735581400,13558774300
1480,287,47,12,93473738127300,13561320200
1481,347,47,13,93473740995600,13564188500
1482,292,53,10,93473742598000,13565791000
1483,273,50,2,93473744704100,13567897000
1484,302,47,14,93473746428200,13569621100
1485,347,47,15,93473749304600,13572497500
1486,261,48,3,93473751327800,13574520700
1487,290,50,3,93473753431900,13576624800
1488,267,48,4,93473755437400,13578630300
1489,267,48,5,93473757446400,13580639300
1490,292,53,11,93473759058900,13582251800
1491,353,47,16,93473761954200,13585147200
1492,354,56,1,93473764174400,13587367400
1493,304,53,12,93473765798900,13588991800
1494,354,56,2,93473768045300,13591238200
1495,276,47,17,93473769912000,13593104900
1496,364,56,3,93473772137600,13595330500
1497,267,48,6,93473774161800,13597354700
1498,304,53,13,93473775944400,13599137300
1499,437,49,1,93473779429800,13602622700
1500,287,47,18,93473782035200,13605228100
1501,437,49,2,93473784686300,13607879300
1502,302,47,19,93473786469500,13609662400
1503,304,53,14,93473788113100,13611306000
1504,364,56,4,93473790353800,13613546700
1505,364,56,5,93473792615500,13615808500
1506,353,47,20,93473795565200,13618758200
1507,293,47,21,93473797448200,13620641100
1508,293,47,22,93473799331700,13622524600
1509,304,53,15,93473800983800,13624176800
1510,267,48,7,93473803028900,13626221800
1511,437,49,3,93473805704700,13628897600
1512,353,47,23,93473808657600,13631850500
1513,287,47,24,93473811295100,13634488000
1514,302,47,25,93473813088300,13636281200
1515,302,47,26,93473814890200,13638083100
1516,364,56,6,93473817166400,13640359300
1517,267,48,8,93473819224400,13642417300
1518,290,50,4,93473821374900,13644567800
1519,267,48,9,93473823446500,13646639400
1520,313,47,27,93473825249700,13648442600
1521,290,50,5,93473827417200,13650610100
1522,367,56,7,93473829693000,13652885900
1523,437,49,4,93473832384800,13655577800
1524,321,50,6,93473833908900,13657101800
1525,323,47,28,93473836586900,13659779800
1526,353,47,29,93473839614400,13662807300
1527,313,47,30,93473841440400,13664633300
1528,313,47,31,93473843264200,13666457200
1529,313,55,1,93473845091400,13668284300
1530,448,49,5,93473847802900,13670995800
1531,448,49,6,93473850513300,13673706300
1532,293,48,10,93473852492500,13675685500
1533,321,50,7,93473854029700,13677222700
1534,307,50,8,93473856330700,13679523600
1535,313,55,2,93473858177600,13681370600
1536,293,48,11,93473860169900,13683362800
1537,362,50,9,93473863232600,13686425600
1538,304,53,16,93473865012100,13688205100
1539,267,48,12,93473867116100,13690309000
1540,268,48,13,93473869215100,13692408000
1541,304,53,17,93473870999000,13694192000
1542,313,55,3,93473872864800,13696057700
1543,268,48,14,93473874979600,13698172500
1544,293,48,15,93473876989800,13700182700
1545,321,50,10,93473878564400,13701757300
1546,321,50,11,93473880130700,13703323600
1547,304,53,18,93473881829600,13705022500
1548,268,48,16,93473883956700,13707149600
1549,308,53,19,93473885673700,13708866700
1550,308,53,20,93473887383700,13710576600
1551,293,48,17,93473889407700,13712600700
1552,362,50,12,93473892506800,13715699700
1553,362,50,13,93473895621600,13718814600
1554,293,48,18,93473897653600,13720846500
1555,309,53,21,93473899370100,13722563000
1556,313,55,4,93473901247200,13724440100
1557,322,55,5,93473903140600,13726333500
1558,293,48,19,93473905181400,13728374400
1559,453,49,7,93473907951100,13731144100
1560,294,48,20,93473909993800,13733186700
1561,294,48,21,93473912047300,13735240300
1562,323,48,22,93473914871500,13738064500
1563,322,55,6,93473916780100,13739973000
1564,367,56,8,93473919130100,13742323100
1565,268,48,23,93473921324600,13744517600
1566,373,50,14,93473924467500,13747660400
1567,321,50,15,93473926070200,13749263100
1568,338,50,16,93473927668700,13750861600
1569,453,49,8,93473930453500,13753646500
1570,309,53,22,93473932198400,13755391300
1571,268,48,24,93473934387200,13757580100
1572,393,56,9,93473936757500,13759950400
1573,309,53,23,93473938523300,13761716200
1574,307,50,17,93473940851100,13764044000
1575,307,50,18,93473943180600,13766373600
1576,268,48,25,93473945398500,13768591400
1577,373,50,19,93473948608800,13771801700
1578,322,55,7,93473950578400,13773771300
1579,393,56,10,93473953064000,13776256900
1580,453,49,9,93473955889400,13779082300
1581,268,48,26,93473958134200,13781327100
1582,309,53,24,93473959910600,13783103600
1583,393,56,11,93473962304200,13785497100
1584,268,48,27,93473964522000,13787714900
1585,268,48,28,93473966758400,13789951400
1586,373,50,20,93473969961800,13793154800
1587,373,50,21,93473973180000,13796372900
1588,338,50,22,93473974824200,13798017200
1589,373,50,23,93473978104400,13801297400
1590,338,50,24,93473979806400,13802999300
1591,294,48,29,93473981973700,13805166600
1592,294,48,30,93473984185000,13807378000
1593,393,56,12,93473986723600,13809916600
1594,453,49,10,93473989693400,13812886400
1595,309,53,25,93473991518300,13814711200
1596,393,56,13,93473993966400,13817159400
1597,309,53,26,93473995769100,13818962000
1598,270,48,31,93473998042600,13821235500
1599,393,56,14,93474000482100,13823675100
1600,311,53,27,93474002307200,13825500100
1601,453,49,11,93474005226500,13828419500
1602,270,50,25,93474007636000,13830828900
1603,311,53,28,93474009455600,13832648600
1604,456,49,12,93474012384200,13835577200
1605,338,50,26,93474014093500,13837286400
1606,322,55,8,93474016077100,13839270000
1607,339,50,27,93474017790400,13840983300
1608,270,50,28,93474020232700,13843425600
1609,456,49,13,93474023193800,13846386700
1610,456,49,14,93474026136400,13849329300
1611,270,50,29,93474028643300,13851836200
1612,393,56,15,93474031238500,13854431400
1613,311,53,29,93474033147400,13856340400
1614,322,55,9,93474035237400,13858430400
1615,294,49,15,93474037614200,13860807200
1616,373,50,30,93474041115100,13864308000
1617,323,49,16,93474044169700,13867362700
1618,456,49,17,93474047079300,13870272200
1619,311,53,30,93474048896000,13872088900
1620,270,52,1,93474051291900,13874484800
1621,311,53,31,93474053119800,13876312700
1622,307,50,31,93474055530000,13878722900
1623,311,58,1,93474057356300,13880549200
1624,323,49,18,93474060411800,13883604700
1625,272,52,2,93474062819400,13886012400
1626,339,52,3,93474064566600,13887759500
1627,314,58,2,93474066413500,13889606400
1628,340,52,4,93474068175100,13891368000
1629,397,56,16,93474070635500,13893828400
1630,314,58,3,93474072479100,13895672000
1631,456,49,19,93474075409900,13898602800
1632,314,58,4,93474077258300,13900451200
1633,272,52,5,93474080035600,13903228500
1634,307,55,10,93474082633800,13905826700
1635,456,49,20,93474085587800,13908780800
1636,272,52,6,93474088032000,13911225000
1637,317,58,5,93474089894500,13913087400
1638,294,49,22,93474092180500,13915373500
1639,401,56,17,93474094667600,13917860500
1640,323,49,21,93474097778100,13920971100
1641,272,52,7,93474100244300,13923437200
1642,294,49,23,93474102560600,13925753500
1643,307,55,11,93474105161200,13928354100
1644,340,52,8,93474106922100,13930115000
1645,317,58,6,93474108800100,13931993000
1646,317,58,7,93474110677400,13933870300
1647,322,55,12,93474112698200,13935891200
1648,340,52,9,93474114472100,13937665100
1649,324,58,8,93474116360400,13939553300
1650,340,52,10,93474118134200,13941327100
1651,373,73,1,93474121638300,13944831200
1652,401,56,18,93474124139000,13947332000
1653,322,55,13,93474126418600,13949611500
1654,322,55,14,93474128451800,13951644800
1655,401,56,19,93474130981800,13954174700
1656,401,56,20,93474133516400,13956709400
1657,272,52,11,93474136001500,13959194400
1658,456,49,24,93474139052800,13962245700
1659,315,55,15,93474141677300,13964870200
1660,294,49,25,93474143995400,13967188300
1661,323,49,26,93474147147700,13970340600
1662,340,52,12,93474148945400,13972138300
1663,340,52,13,93474150741500,13973934400
1664,294,49,27,93474153078900,13976271800
1665,272,52,14,93474155595900,13978788800
1666,315,55,16,93474158236600,13981429600
1667,322,55,17,93474160304600,13983497500
1668,323,49,29,93474163489200,13986682100
1669,456,49,28,93474166524500,13989717400
1670,315,55,18,93474169170600,13992363500
1671,295,49,30,93474171517300,13994710200
1672,373,73,2,93474175271000,13998463900
1673,315,55,19,93474177936700,14001129700
1674,380,73,3,93474181477600,14004670500
1675,357,58,9,93474183395300,14006588300
1676,315,55,20,93474186073200,14009266200
1677,357,58,10,93474188005400,14011198300
1678,357,58,11,93474189937200,14013130100
1679,329,49,31,93474193116000,14016308900
1680,328,55,21,93474195199800,14018392700
1681,329,56,21,93474198581200,14021774100
1682,328,55,22,93474200674800,14023867800
1683,340,52,15,93474202510100,14025703000
1684,456,54,1,93474205761000,14028954000
1685,459,54,2,93474208984100,14032177000
1686,357,58,12,93474210925400,14034118300
1687,459,54,3,93474214128100,14037321100
1688,328,55,23,93474216238400,14039431300
1689,357,58,13,93474218191000,14041383900
1690,459,54,4,93474221413100,14044606100
1691,380,73,4,93474224987000,14048179900
1692,272,52,16,93474227555400,14050748300
1693,329,56,22,93474230978000,14054170900
1694,340,52,17,93474232831500,14056024400
1695,272,52,18,93474235396600,14058589600
1696,316,55,24,93474238119000,14061311900
1697,286,52,19,93474240711600,14063904500
1698,380,73,5,93474244299800,14067492700
1699,357,58,14,93474246273600,14069466500
1700,295,51,1,93474248790100,14071983000
1701,380,73,6,93474252391900,14075584800
1702,461,54,5,93474255643000,14078835900
1703,380,73,7,93474259255400,14082448300
1704,316,55,25,93474261992000,14085185000
1705,342,52,20,93474263864200,14087057100
1706,329,56,23,93474267310300,14090503200
1707,342,52,21,93474269201900,14092394900
1708,401,56,24,93474271826500,14095019400
1709,295,51,2,93474274357900,14097550800
1710,471,54,6,93474277622000,14100814900
1711,328,55,26,93474279783800,14102976700
1712,316,55,27,93474282536100,14105729000
1713,357,58,15,93474284542400,14107735300
1714,401,56,25,93474287200500,14110393400
